load #,carrier,subcarrier,lane,shipper accounts,origin scheduled depart,origin actual arrival,dest scheduled arrival,dest actual arrival,dest finish unload,trailer id,canceled load,trailer ready time,origin late hours,equipment type,pallet count,unit count
1135PFC1G,AZDXO,AZNG,RTPX->LAS2,TransfersOutsideServices,2026-08-26 18:00:00,2026-08-26 16:27:13,2026-08-28 11:00:00,,,AZNG-SV2700772,False,2026-08-26 18:00:00,-0.55,FIFTY_THREE_FOOT_TRUCK,,0
111BMHWMR,NCSL,AZNG,TEN1->RTPX,TransfersOutsideServices,2026-08-26 15:45:00,,2026-08-28 20:45:00,,,AZNG-V523355,False,2026-08-26 15:45:00,,FIFTY_THREE_FOOT_TRUCK,,0
115SYTJ9Q,NCSL,NCSL,YYZ9->RITO,TransfersOutsideServices,2026-08-26 15:30:00,2026-08-26 10:50:20,2026-08-26 20:00:00,,,,False,2026-08-26 15:30:00,-4.17,FIFTY_THREE_FOOT_TRUCK,,1
113NNTW2B,AIXHJ,AZNG,SDF6->RPNC,TransfersOutsideServices,2026-08-26 14:00:21,2026-08-26 13:33:55,2026-08-26 21:41:21,,,AZNG-HV2302062,False,2026-08-26 14:00:21,-0.2,FIFTY_THREE_FOOT_TRUCK,,24
114M17Y4X,BLUC,AZNG,RIMG->FTW5,TransfersOutsideServices,2026-08-26 14:00:00,2026-08-26 12:38:51,2026-08-26 15:58:00,2026-08-26 15:48:35,2026-08-27 12:45:33,AZNG-34239,False,2026-08-26 14:00:00,-0.87,FIFTY_THREE_FOOT_TRUCK,,0
111NHPM28,AUBNX,AZNG,TUS1->RTPX,TransfersOutsideServices,2026-08-26 14:00:00,2026-08-26 12:44:37,2026-08-27 20:46:00,,,AZNG-GV2201222,False,2026-08-26 14:00:00,-1.02,FIFTY_THREE_FOOT_TRUCK,,24
113338VHN,ASZOR,AZNG,RARC->MGE3,TransfersOutsideServices,2026-08-26 13:00:00,2026-08-26 09:04:02,2026-08-26 15:32:00,2026-08-26 12:29:47,,AZNG-SV2200800,False,2026-08-26 13:00:00,-1.93,FIFTY_THREE_FOOT_TRUCK,,0
115H8XBVT,ATKBI,AZNG,RTPX->HSV1,TransfersOutsideServices,2026-08-26 13:00:00,2026-08-26 06:20:30,2026-08-27 13:17:00,,,AZNG-HV2506140,False,2026-08-26 13:00:00,-4.67,FIFTY_THREE_FOOT_TRUCK,,0
116VDVBQQ,AJRMI,AZNG,RTPX->TUS1,TransfersOutsideServices,2026-08-26 12:30:00,2026-08-26 11:24:05,2026-08-27 16:30:00,2026-08-27 12:46:14,,AZNG-W36754,False,2026-08-26 12:30:00,-0.1,FIFTY_THREE_FOOT_TRUCK,,0
1155GWN9T,AXWAX,AZNG,RTPX->HSV1,TransfersOutsideServices,2026-08-26 12:00:00,2026-08-26 07:24:25,2026-08-27 12:17:00,2026-08-27 00:41:09,,AZNG-SV2701261,False,2026-08-26 12:00:00,-2.6,FIFTY_THREE_FOOT_TRUCK,,0
11674H4BN,HJBI,JBHU,IND8->RTPX,TransfersOutsideServices,2026-08-26 11:30:00,,2026-09-02 23:30:00,,,,True,2026-08-26 11:30:00,,FIFTY_THREE_FOOT_CONTAINER,,0
1136Q31GV,HJBI,JBHU,IND8->RTPX,TransfersOutsideServices,2026-08-26 11:30:00,2026-08-26 10:59:58,2026-08-27 13:33:00,,,HJBI-346899,False,2026-08-26 11:30:00,-0.27,FIFTY_THREE_FOOT_CONTAINER,,28
1134NPY7Y,ALFMZ,AZNG,CVG2->RPNC,TransfersOutsideServices,2026-08-26 11:15:00,2026-08-26 10:55:05,2026-08-26 21:15:00,,,AZNG-HV2500959,False,2026-08-26 11:15:00,0.17,FIFTY_THREE_FOOT_TRUCK,,633
112DRNVN8,AZNJG,AZNG,CVG2->RPNC,TransfersOutsideServices,2026-08-26 11:15:00,2026-08-26 09:50:14,2026-08-26 21:15:00,,,AZNG-HV2202612,False,2026-08-26 11:15:00,-0.92,FIFTY_THREE_FOOT_TRUCK,,625
114SCMHJY,EGFM,EGFM,YYZ9->RITO,TransfersOutsideServices,2026-08-26 11:00:00,2026-08-26 08:23:12,2026-08-26 12:23:00,,,AZNG-DV2400078,False,2026-08-26 11:00:00,-2.37,FIFTY_THREE_FOOT_TRUCK,,24
1126VDRV3,AFSHK,AZNG,RIMG->FTW5,TransfersOutsideServices,2026-08-26 11:00:00,2026-08-26 08:27:49,2026-08-26 12:47:00,,,AZNG-H15281,True,2026-08-26 11:00:00,-2.05,FIFTY_THREE_FOOT_TRUCK,,0
113LTSVCW,AYSOZ,_____,RARC->AGS1,TransfersOutsideServices,2026-08-26 10:00:00,2026-08-26 09:11:09,2026-08-26 11:18:00,2026-08-26 10:10:07,2026-08-26 11:15:50,,False,2026-08-26 10:00:00,-0.32,TWENTY_SIX_FOOT_BOX_TRUCK,,0
115S3N5BH,AWYAV,AZNG,CVG2->LNRM,TransfersOutsideServices,2026-08-26 10:00:00,2026-08-26 08:04:04,2026-08-26 10:52:00,,,AZNG-HV2407623,False,2026-08-26 10:00:00,-1.43,FIFTY_THREE_FOOT_TRUCK,,1420
1122QJBF5,SPQK,AZNG,YYZ1->RITO,TransfersOutsideServices,2026-08-26 10:00:00,2026-08-26 09:02:22,2026-08-26 10:49:00,,,AZNG-DVC260004,False,2026-08-26 10:00:00,-0.72,FIFTY_THREE_FOOT_TRUCK,,112
114MLJKQN,AKROD,AZNG,RTPX->LAS2,TransfersOutsideServices,2026-08-26 09:30:00,2026-08-26 07:26:59,2026-08-28 02:30:00,,,AZNG-W24668,False,2026-08-26 09:30:00,-1.07,FIFTY_THREE_FOOT_TRUCK,,0
114FD5JFQ,AJRMI,AZNG,RTPX->LAS2,TransfersOutsideServices,2026-08-26 09:30:00,2026-08-26 07:24:26,2026-08-28 02:30:00,,,AZNG-PS021019,False,2026-08-26 09:30:00,-1.1,FIFTY_THREE_FOOT_TRUCK,,0
112BG7163,AJRMI,AZNG,RTPX->TUS1,TransfersOutsideServices,2026-08-26 09:30:00,2026-08-26 06:10:38,2026-08-27 13:30:00,2026-08-27 01:19:42,,AZNG-HV2506023,False,2026-08-26 09:30:00,-2.33,FIFTY_THREE_FOOT_TRUCK,,0
114SFTNL2,SPQK,AZNG,RITO->YYZ1,TransfersOutsideServices,2026-08-26 09:30:00,2026-08-26 08:53:41,2026-08-26 10:21:00,2026-08-26 10:16:25,,AZNG-DV2400391,False,2026-08-26 09:30:00,0.38,FIFTY_THREE_FOOT_TRUCK,,0
11295VMTF,EGFM,AZNG,YYZ9->RITO,TransfersOutsideServices,2026-08-26 09:00:00,2026-08-26 08:17:26,2026-08-26 10:23:00,,,AZNG-SVC260159,False,2026-08-26 09:00:00,-0.47,FIFTY_THREE_FOOT_TRUCK,,25
112GWK2JL,AWZSK,AZNG,RARC->CVG2,TransfersOutsideServices,2026-08-26 09:00:00,,2026-08-27 06:00:00,,,,True,2026-08-26 09:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
116WQ9WDZ,RLB1,____,RRPR->CVG2,TransfersOutsideServices,2026-08-26 09:00:00,,2026-08-26 10:00:00,,,,False,2026-08-26 09:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
11622RFL2,RLB1,____,RRPR->CVG2,TransfersOutsideServices,2026-08-26 09:00:00,,2026-08-26 10:00:00,,,,False,2026-08-26 09:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
116HQ3GL1,AUPXI,AZNG,RTPX->TUS1,TransfersOutsideServices,2026-08-26 09:00:00,2026-08-26 04:28:09,2026-08-27 04:38:00,2026-08-26 23:49:52,,AZNG-V522988,False,2026-08-26 09:00:00,-4.03,FIFTY_THREE_FOOT_TRUCK,,0
1114954K8,TOMY,AZNG,RTPX->DAL3,TransfersOutsideServices,2026-08-26 09:00:00,2026-08-26 08:05:04,2026-08-26 10:07:00,,,AZNG-DV2500418,True,2026-08-26 09:00:00,-0.42,FIFTY_THREE_FOOT_TRUCK,,0
1157JFDND,EGFM,AZNG,YYZ9->RITO,TransfersOutsideServices,2026-08-26 09:00:00,2026-08-26 08:04:32,2026-08-26 10:23:00,,,AZNG-DV2300780,False,2026-08-26 09:00:00,-0.68,FIFTY_THREE_FOOT_TRUCK,,24
1122FMXTQ,AXRWM,AZNG,RPNC->GSO1,TransfersOutsideServices,2026-08-26 09:00:00,2026-08-26 06:11:35,2026-08-26 13:00:00,2026-08-26 10:24:39,2026-08-27 16:37:57,AZNG-SV2603578,False,2026-08-26 09:00:00,-2.32,FIFTY_THREE_FOOT_TRUCK,,0
115BL9D22,APYOD,AZNG,RARC->MGE3,TransfersOutsideServices,2026-08-26 08:34:00,2026-08-26 06:32:20,2026-08-26 21:36:00,,,AZNG-HV2604839,True,2026-08-26 08:34:00,-1.53,FIFTY_THREE_FOOT_TRUCK,,0
112B5C3Y6,AAZWT,AZNG,RITO->YYZ7,TransfersOutsideServices,2026-08-26 08:30:00,2026-08-26 06:44:38,2026-08-26 09:56:00,2026-08-26 09:01:27,2026-08-27 02:35:18,AZNG-DV2300328,False,2026-08-26 08:30:00,-1.27,FIFTY_THREE_FOOT_TRUCK,,0
1143S1Z6B,AGQTG,AZNG,LEX1->LNRM,TransfersOutsideServices,2026-08-26 08:07:00,2026-08-26 06:54:49,2026-08-26 10:43:00,,,AZNG-SV2600120,False,2026-08-26 08:07:00,-0.97,FIFTY_THREE_FOOT_TRUCK,,788
111Y6FC1Y,TOMY,AZNG,RPNV->LAS6,TransfersOutsideServices,2026-08-26 08:00:00,2026-08-26 06:52:37,2026-08-26 08:39:00,2026-08-26 08:45:09,,AZNG-V503509,False,2026-08-26 08:00:00,-0.63,FIFTY_THREE_FOOT_TRUCK,,0
112XMZCPF,AJQFM,AZNG,RPNC->GSO1,TransfersOutsideServices,2026-08-26 08:00:00,2026-08-26 04:38:10,2026-08-26 12:00:00,2026-08-26 11:49:30,2026-08-27 13:54:17,AZNG-GV2600564,False,2026-08-26 08:00:00,-2.87,FIFTY_THREE_FOOT_TRUCK,,0
112XH3TN4,TOMY,AZNG,RPNV->LAS6,TransfersOutsideServices,2026-08-26 08:00:00,2026-08-26 06:51:37,2026-08-26 08:39:00,2026-08-26 08:04:57,,AZNG-V523149,False,2026-08-26 08:00:00,-0.65,FIFTY_THREE_FOOT_TRUCK,,0
1124QXGZD,AQMCF,AZNG,RPNC->GSO1,TransfersOutsideServices,2026-08-26 07:00:00,2026-08-26 06:04:10,2026-08-26 11:00:00,,,,True,2026-08-26 07:00:00,-0.43,FIFTY_THREE_FOOT_TRUCK,,0
116M4X3TJ,ATSD1,AZNG,RTPX->HSV1,TransfersOutsideServices,2026-08-26 07:00:00,2026-08-26 03:38:07,2026-08-27 07:17:00,,,AZNG-GV2203064,True,2026-08-26 07:00:00,-1.37,FIFTY_THREE_FOOT_TRUCK,,0
114NP186Z,AZJPZ,AZNG,TUS1->RIMG,TransfersOutsideServices,2026-08-26 05:58:00,2026-08-26 05:00:10,2026-08-27 13:34:00,,,AZNG-91310,False,2026-08-26 05:58:00,-0.47,FIFTY_THREE_FOOT_TRUCK,,24
113JWBVL1,ARPUN,AZNG,SDF6->RPNC,TransfersOutsideServices,2026-08-26 04:00:00,2026-08-26 02:38:15,2026-08-26 11:41:00,,,AZNG-V573251,False,2026-08-26 04:00:00,-1.12,FIFTY_THREE_FOOT_TRUCK,,24
114Q4K75K,HUBG,HGIU,SDF6->RTPX,TransfersOutsideServices,2026-08-26 01:00:00,,2026-08-30 01:00:00,,,HGIU-509001,True,2026-08-26 01:00:00,,FIFTY_THREE_FOOT_CONTAINER,,0
112Q92MF3,AJZYZ,AJZYZ,CVG2->RPNC,TransfersOutsideServices,2026-08-25 23:00:00,,2026-08-26 07:53:00,,,AZNG-HV2200288,True,2026-08-25 23:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
1151W1F61,AJZYZ,AJZYZ,CVG2->RPNC,TransfersOutsideServices,2026-08-25 23:00:00,,2026-08-26 07:53:00,,,AZNG-V501100,True,2026-08-25 23:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
1124RW4F4,AGQTG,AZNG,TEN1->RPNC,TransfersOutsideServices,2026-08-25 17:00:00,2026-08-25 15:48:24,2026-08-26 18:00:00,,,AZNG-SV2200131,False,2026-08-25 17:00:00,-0.2,FIFTY_THREE_FOOT_TRUCK,,1173
115HC6713,ATIWX,AZNG,RPNC->GSO1,TransfersOutsideServices,2026-08-25 15:00:00,2026-08-25 13:41:23,2026-08-25 19:24:00,2026-08-25 19:59:45,2026-08-26 12:03:04,AZNG-HV2503285,False,2026-08-25 15:00:00,-0.32,FIFTY_THREE_FOOT_TRUCK,,0
115GQN4FZ,ATRVU,AZNG,RIMG->FTW5,TransfersOutsideServices,2026-08-25 14:00:00,2026-08-25 13:31:00,2026-08-25 15:58:00,,,AZNG-V240643,True,2026-08-25 14:00:00,0.02,FIFTY_THREE_FOOT_TRUCK,,0
116J8692Y,AKTFI,AZNG,RTPX->HSV1,TransfersOutsideServices,2026-08-25 13:00:00,2026-08-24 18:12:17,2026-08-26 13:17:00,2026-08-25 22:50:24,,AZNG-HV2700248,False,2026-08-25 13:00:00,-16.8,FIFTY_THREE_FOOT_TRUCK,,0
114M15KSB,AJFUT,AZNG,EWR7->RPNC,TransfersOutsideServices,2026-08-25 12:00:00,2026-08-25 14:06:24,2026-08-26 15:10:00,,,AZNG-WV2501043,False,2026-08-25 12:00:00,2.6,FIFTY_THREE_FOOT_TRUCK,,218
111FQ647P,AQQQQ,AZNG,RRPR->CMH4,TransfersOutsideServices,2026-08-25 11:00:00,2026-08-25 12:32:56,2026-08-25 13:53:00,2026-08-25 16:07:55,2026-08-27 16:05:29,AZNG-HV2504522,False,2026-08-25 11:00:00,2.03,FIFTY_THREE_FOOT_TRUCK,,0
1149LK5M9,AGJCO,AZNG,RRPR->CMH3,TransfersOutsideServices,2026-08-25 11:00:00,2026-08-25 09:19:31,2026-08-25 12:53:00,2026-08-25 12:08:35,,AZNG-SV2600470,False,2026-08-25 11:00:00,-1.18,FIFTY_THREE_FOOT_TRUCK,,0
1151FNQRK,AVFWX,AZNG,TEN1->RPNC,TransfersOutsideServices,2026-08-25 10:30:00,2026-08-25 01:03:10,2026-08-26 09:36:00,,,AZNG-GV2203946,False,2026-08-25 10:30:00,-8.95,FIFTY_THREE_FOOT_TRUCK,,1075
112T8WD9T,TOMY,AZNG,LEX2->LNRM,TransfersOutsideServices,2026-08-25 10:00:00,2026-08-25 07:19:03,2026-08-25 12:08:00,,,AZNG-V504465,False,2026-08-25 10:00:00,-2.18,FIFTY_THREE_FOOT_TRUCK,,11127
114SZ5V6Q,ANOSN,AZNG,CVG2->LNRM,TransfersOutsideServices,2026-08-25 10:00:00,2026-08-25 09:18:36,2026-08-25 10:52:00,,,AZNG-HV2302575,False,2026-08-25 10:00:00,-0.2,FIFTY_THREE_FOOT_TRUCK,,1464
111GSHQSQ,AYKGW,AZNG,MEM3->CHA1->PGA1->RARC,TransfersOutsideServices,2026-08-25 10:00:00,2026-08-25 08:58:58,2026-08-26 11:00:00,,,AZNG-W38452,False,2026-08-25 10:00:00,-0.53,FIFTY_THREE_FOOT_TRUCK,,757
112GL2ZKW,AXOLY,AZNG,RTPX->DAL3,TransfersOutsideServices,2026-08-25 10:00:00,2026-08-25 09:10:59,2026-08-25 11:07:00,,,AZNG-GV2201590,False,2026-08-25 10:00:00,-0.33,FIFTY_THREE_FOOT_TRUCK,,0
111CZM8QF,TOMY,AZNG,IND8->RRPR,TransfersOutsideServices,2026-08-25 09:45:00,2026-08-25 09:20:33,2026-08-25 12:47:00,,,AZNG-V508229,False,2026-08-25 09:45:00,0.08,FIFTY_THREE_FOOT_TRUCK,,2284
1132531FJ,AZNG,AZNG,RPNC->GSO1,TransfersOutsideServices,2026-08-25 09:00:00,,2026-08-25 13:24:00,,,,False,2026-08-25 09:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
112BDM8MB,ANBIB,AZNG,RIVA->YVR3,TransfersOutsideServices,2026-08-25 09:00:00,2026-08-25 06:34:38,2026-08-25 10:17:00,2026-08-25 08:47:09,2026-08-25 16:12:49,OTHR-HMJ305,False,2026-08-25 09:00:00,-1.93,FIFTY_THREE_FOOT_TRUCK,,0
116CB83RW,AMPDY,AZNG,RPNC->GSO1,TransfersOutsideServices,2026-08-25 09:00:00,2026-08-25 09:24:09,2026-08-25 13:00:00,2026-08-25 13:14:15,2026-08-26 02:08:32,AZNG-V511891,False,2026-08-25 09:00:00,0.9,FIFTY_THREE_FOOT_TRUCK,,0
111VTWYR2,EGFM,EGFM,YYZ9->RITO,TransfersOutsideServices,2026-08-25 09:00:00,2026-08-25 08:21:23,2026-08-25 10:23:00,,,AZNG-DV2400758,False,2026-08-25 09:00:00,-0.4,FIFTY_THREE_FOOT_TRUCK,,537
112GCYBKD,AYNWI,AZNG,RTPX->DAL3,TransfersOutsideServices,2026-08-25 09:00:00,,2026-08-25 10:07:00,,,,False,2026-08-25 09:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
116C5YKP4,ACMSE,AZNG,RARC->MGE3,TransfersOutsideServices,2026-08-25 08:33:00,2026-08-24 21:09:57,2026-08-25 11:05:00,2026-08-25 13:41:17,2026-08-27 22:11:37,AZNG-HV2601690,False,2026-08-25 08:33:00,-10.9,FIFTY_THREE_FOOT_TRUCK,,0
1134QRG9Y,ARAZO,AZNG,RPNC->GSO1,TransfersOutsideServices,2026-08-25 08:00:00,2026-08-25 07:10:30,2026-08-25 12:00:00,2026-08-25 12:58:38,2026-08-26 12:43:06,AZNG-SV2701717,False,2026-08-25 08:00:00,-0.33,FIFTY_THREE_FOOT_TRUCK,,0
111LHYG2S,VAIB,AZNG,RITO->YYZ9,TransfersOutsideServices,2026-08-25 08:00:00,2026-08-25 04:16:57,2026-08-25 09:25:00,2026-08-25 09:22:09,,AZNG-SVC260032,False,2026-08-25 08:00:00,-2.73,FIFTY_THREE_FOOT_TRUCK,,0
1128CYSC2,TOMY,AZNG,RPNV->LAS6,TransfersOutsideServices,2026-08-25 08:00:00,2026-08-25 07:02:21,2026-08-25 08:39:00,2026-08-25 08:27:03,,AZNG-V503924,False,2026-08-25 08:00:00,-0.47,FIFTY_THREE_FOOT_TRUCK,,0
111MYZ477,ABCOJ,AZNG,TUS1->RPNV,TransfersOutsideServices,2026-08-25 07:30:00,2026-08-25 06:02:00,2026-08-26 00:46:00,,,AZNG-HV2204023,False,2026-08-25 07:30:00,-0.97,FIFTY_THREE_FOOT_TRUCK,,589
1114QG165,AQOSO,AZNG,RPNC->GSO1,TransfersOutsideServices,2026-08-25 07:00:00,2026-08-25 05:20:34,2026-08-25 11:00:00,2026-08-25 11:07:12,2026-08-25 23:07:21,AZNG-GV2200560,False,2026-08-25 07:00:00,-1.17,FIFTY_THREE_FOOT_TRUCK,,0
11566XDHY,AXKBH,AZNG,LEX2->RPNC,TransfersOutsideServices,2026-08-25 06:45:00,2026-08-25 05:47:55,2026-08-26 00:31:00,,,AZNG-HV2202628,False,2026-08-25 06:45:00,-0.47,FIFTY_THREE_FOOT_TRUCK,,679
111ZK9FSN,AUZWA,AZNG,LEX1->RPNC,TransfersOutsideServices,2026-08-25 05:45:00,2026-08-25 01:36:55,2026-08-25 13:05:00,,,AZNG-HV2700777,False,2026-08-25 05:45:00,-3.65,FIFTY_THREE_FOOT_TRUCK,,477
116R27CGC,AJXED,AZNG,SDF6->RPNC,TransfersOutsideServices,2026-08-25 04:00:00,2026-08-25 03:13:56,2026-08-25 11:40:00,,,AZNG-V560853,False,2026-08-25 04:00:00,-0.28,FIFTY_THREE_FOOT_TRUCK,,400
114256DMW,ABVAP,AZNG,SDF6->RPNC,TransfersOutsideServices,2026-08-25 03:45:00,2026-08-25 03:08:36,2026-08-25 11:25:00,,,AZNG-HV2303207,False,2026-08-25 03:45:00,-0.37,FIFTY_THREE_FOOT_TRUCK,,428
113GNH3RH,AKRGH,AZNG,HOU3->RARC,TransfersOutsideServices,2026-08-25 01:00:00,2026-08-24 23:38:46,2026-08-26 09:18:00,,,AZNG-TT608303,True,2026-08-25 01:00:00,-0.87,FIFTY_THREE_FOOT_TRUCK,,0
1113DJP19,AJZYZ,AJZYZ,CVG2->RPNC,TransfersOutsideServices,2026-08-24 23:00:00,,2026-08-25 07:53:00,,,AZNG-HV2500959,True,2026-08-24 23:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
112M3JVXL,AJZYZ,AJZYZ,CVG2->RPNC,TransfersOutsideServices,2026-08-24 23:00:00,,2026-08-25 07:53:00,,,AZNG-HV2502271,True,2026-08-24 23:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
11286MGN3,AZXPL,AZNG,RTPX->HSV1,TransfersOutsideServices,2026-08-24 20:00:00,,2026-08-25 20:17:00,,,,True,2026-08-24 20:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
113MQDQ33,NCSL,AZNG,LEX1->RNRM,TransfersOutsideServices,2026-08-24 19:00:00,2026-08-24 17:07:56,2026-08-24 22:00:00,,,OTHER-DUMMY,False,2026-08-24 19:00:00,-0.88,FIFTY_THREE_FOOT_TRUCK,,10
11561TB3J,ADTER,AZNG,111RCSV7S_ITR->RPNC,TransfersOutsideServices,2026-08-24 16:30:00,2026-08-24 15:27:57,2026-08-24 18:36:00,,,AZNG-V500690,False,2026-08-24 16:30:00,-0.55,FIFTY_THREE_FOOT_TRUCK,,0
113F8S4YJ,AGOTA,AZNG,RIMG->FTW5,TransfersOutsideServices,2026-08-24 14:00:00,2026-08-24 13:06:06,2026-08-24 15:58:00,2026-08-24 16:18:45,2026-08-24 22:19:52,AZNG-V573384,False,2026-08-24 14:00:00,1.1,FIFTY_THREE_FOOT_TRUCK,,0
113Y9J668,AZYMH,AZNG,LAS2->PHX6->TUS1->RTPX,TransfersOutsideServices,2026-08-24 14:00:00,2026-08-24 13:07:58,2026-08-27 16:00:00,,,AZNG-PS021060,False,2026-08-24 14:00:00,-0.38,FIFTY_THREE_FOOT_TRUCK,,3690
114KG8L3X,AABYZ,AZNG,RTPX->HSV1,TransfersOutsideServices,2026-08-24 12:00:00,2026-08-23 10:05:19,2026-08-25 12:17:00,,,AZNG-SV2200239,True,2026-08-24 12:00:00,-23.92,FIFTY_THREE_FOOT_TRUCK,,0
112YZ6YY2,TOMY,AZNG,RRPR->CMH3,TransfersOutsideServices,2026-08-24 11:00:00,2026-08-24 09:50:25,2026-08-24 12:53:00,2026-08-24 11:29:16,,AZNG-HV2300700,False,2026-08-24 11:00:00,-0.67,FIFTY_THREE_FOOT_TRUCK,,0
115NJ89CG,AMEGI,AZNG,RTPX->DAL3,TransfersOutsideServices,2026-08-24 10:00:00,2026-08-24 12:47:32,2026-08-24 11:07:00,,,AZNG-V530272,True,2026-08-24 10:00:00,3.28,FIFTY_THREE_FOOT_TRUCK,,0
115VVK9TC,AUYKE,AZNG,CVG2->LNRM,TransfersOutsideServices,2026-08-24 10:00:00,2026-08-24 09:18:08,2026-08-24 10:52:00,,,AZNG-HV2200299,False,2026-08-24 10:00:00,-0.2,FIFTY_THREE_FOOT_TRUCK,,1598
113X88SV9,BEZG,AZNG,RITO->YYZ1,TransfersOutsideServices,2026-08-24 09:30:00,2026-08-24 07:22:34,2026-08-24 10:21:00,2026-08-24 08:37:53,,AZNG-DV2300029,False,2026-08-24 09:30:00,-1.13,FIFTY_THREE_FOOT_TRUCK,,0
112NK6JVB,EGFM,AZNG,YYZ9->RITO,TransfersOutsideServices,2026-08-24 09:00:00,2026-08-24 08:20:20,2026-08-24 10:23:00,,,AZNG-DV2300622,False,2026-08-24 09:00:00,-0.42,FIFTY_THREE_FOOT_TRUCK,,456
116GN9DL9,AYOSZ,AZNG,RARC->MGE3,TransfersOutsideServices,2026-08-24 09:00:00,,2026-08-24 11:32:00,,,,True,2026-08-24 09:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
116HTG94C,AKELQ,,YYC1->RIVA,TransfersOutsideServices,2026-08-24 09:00:00,2026-08-24 07:11:52,2026-08-25 03:00:00,,,OTHR-53159,False,2026-08-24 09:00:00,-1.32,FIFTY_THREE_FOOT_TRUCK,,219
114YTCNJX,ATUAA,AZNG,RTPX->DAL3,TransfersOutsideServices,2026-08-24 09:00:00,,2026-08-24 10:07:00,,,,True,2026-08-24 09:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
1112PZH4G,ADVHH,AZNG,PGA1->CHA1->MEM3->RTPX,TransfersOutsideServices,2026-08-24 09:00:00,2026-08-24 10:14:33,2026-08-26 09:00:00,,,AZNG-V571015,False,2026-08-24 09:00:00,1.73,FIFTY_THREE_FOOT_TRUCK,,1597
1129WQ1FW,ABPJO,AZNG,RPNC->GSO1,TransfersOutsideServices,2026-08-24 09:00:00,2026-08-24 06:15:39,2026-08-24 13:00:00,2026-08-24 11:18:00,2026-08-24 23:08:10,AZNG-V573667,False,2026-08-24 09:00:00,-2.25,FIFTY_THREE_FOOT_TRUCK,,0
1134SZF1Y,AWYAV,AZNG,CVG2->RRPR,TransfersOutsideServices,2026-08-24 08:45:00,2026-08-24 07:35:57,2026-08-24 09:27:00,,,AZNG-SV2604698,False,2026-08-24 08:45:00,-0.67,FIFTY_THREE_FOOT_TRUCK,,0
112H5FXJL,SAGA,AZNG,RPNV->LAS6,TransfersOutsideServices,2026-08-24 08:00:00,2026-08-24 07:05:54,2026-08-24 08:39:00,2026-08-24 08:51:08,,AZNG-HV2407593,False,2026-08-24 08:00:00,-0.42,FIFTY_THREE_FOOT_TRUCK,,0
113DKPJNM,ABPJO,AZNG,RPNC->GSO1,TransfersOutsideServices,2026-08-24 08:00:00,2026-08-24 06:49:46,2026-08-24 12:00:00,2026-08-24 11:13:40,2026-08-25 02:17:34,AZNG-DV2500828,False,2026-08-24 08:00:00,-0.68,FIFTY_THREE_FOOT_TRUCK,,0
115BY4K9F,NWLB,AZNG,RITO->YYZ9,TransfersOutsideServices,2026-08-24 08:00:00,2026-08-24 06:39:54,2026-08-24 09:25:00,2026-08-24 09:43:41,2026-08-26 07:51:03,AZNG-SVC260191,False,2026-08-24 08:00:00,-0.35,FIFTY_THREE_FOOT_TRUCK,,0
113CG6KFN,AFFEL,AZNG,IAH1->RIMG,TransfersOutsideServices,2026-08-24 08:00:00,2026-08-24 07:13:25,2026-08-24 09:21:00,,,AZNG-HV2303383,False,2026-08-24 08:00:00,-0.28,FIFTY_THREE_FOOT_TRUCK,,662
112LFF81S,TOMY,AZNG,LAS2->RPNV,TransfersOutsideServices,2026-08-24 07:30:00,2026-08-24 06:48:12,2026-08-24 08:41:00,,,AZNG-V530189,False,2026-08-24 07:30:00,-0.2,FIFTY_THREE_FOOT_TRUCK,,1010
112S3VF1Q,ARJMU,AZNG,RPNC->GSO1,TransfersOutsideServices,2026-08-24 07:00:00,2026-08-24 05:05:51,2026-08-24 11:00:00,2026-08-24 11:43:26,2026-08-24 19:46:27,AZNG-HV2601354,False,2026-08-24 07:00:00,-1.42,FIFTY_THREE_FOOT_TRUCK,,0
1135JPFV9,AWDAL,AZNG,LEX1->RRPR,TransfersOutsideServices,2026-08-24 07:00:00,2026-08-24 05:50:03,2026-08-24 09:01:00,,,AZNG-WV2501115,False,2026-08-24 07:00:00,-0.67,FIFTY_THREE_FOOT_TRUCK,,821
114MSW498,ACTMJ,AZNG,SDF6->RPNC,TransfersOutsideServices,2026-08-24 07:00:00,2026-08-24 06:14:51,2026-08-24 14:41:00,,,AZNG-V511046,False,2026-08-24 07:00:00,-0.52,FIFTY_THREE_FOOT_TRUCK,,402
1159C5X96,AKGSX,AZNG,LEX2->RRPR,TransfersOutsideServices,2026-08-24 06:30:00,2026-08-24 05:50:09,2026-08-24 08:41:00,,,AZNG-HV2601040,False,2026-08-24 06:30:00,-0.17,FIFTY_THREE_FOOT_TRUCK,,532
